RecordID,EmployeeID,Date,HoursWorked,Project,Task,Location,Billable,Rate,Cost
1662,394,3/30/2024,7,Research,range,Onsite,No,30,210
1663,258,9/5/2025,7,CLIENT A,voice,Hybrid,Yes,30,210
1664,865,11/11/2024,7,ProjectX,person,Remote,No,75,525
1665,266,8/6/2024,10,clienta,outside,Onsite,Yes,45,450
1666,650,12/5/2023,9,CLIENT A,moment,Onsite,Yes,75,675
1667,246,8/28/2025,10,CLIENT A,easy,Remote,Yes,75,750
1668,575,4/1/2025,10,ClientA,different,Remote,Yes,45,450
1669,95,3/16/2025,6,clienta,find,Remote,No,75,450
1670,177,2/13/2025,9,clienta,join,Remote,Yes,60,540
1671,731,8/17/2025,8,Internal,able,Remote,Yes,75,600
1672,385,1/6/2024,6,Internal,large,Hybrid,Yes,30,180
1673,734,4/7/2025,7,Research,level,Onsite,Yes,30,210
1674,794,11/2/2024,8,Internal,factor,Remote,No,45,360
1675,160,3/27/2025,6,ProjectX,power,Remote,Yes,30,180
1676,719,3/12/2025,8,ProjectX,again,Remote,No,45,360
1677,99,10/9/2025,9,ProjectX,item,Hybrid,No,30,270
1678,740,1/8/2025,9,Research,stay,Hybrid,Yes,60,540
1679,844,12/4/2023,6,clienta,seek,Onsite,No,45,270
1680,156,8/16/2024,6,Research,three,Onsite,Yes,45,270
1681,444,3/6/2025,10,ClientA,pick,Hybrid,No,75,750
1682,478,7/3/2025,7,Internal,though,Hybrid,No,60,420
1683,806,3/9/2025,9,clienta,floor,Remote,Yes,75,675
1684,585,2/8/2025,7,Research,score,Hybrid,No,30,210
1685,485,3/21/2024,10,Internal,memory,Remote,Yes,75,750
1686,387,2/24/2025,8,clienta,economy,Hybrid,Yes,45,360
1687,746,6/15/2025,10,clienta,start,Remote,No,45,450
1688,143,11/29/2024,7,Internal,account,Onsite,Yes,45,315
1689,898,4/21/2025,8,ClientA,control,Onsite,No,45,360
1690,553,7/7/2024,10,ProjectX,third,Onsite,Yes,30,300
1691,599,1/9/2025,7,ProjectX,describe,Onsite,Yes,75,525
1692,910,7/30/2025,9,clienta,population,Remote,Yes,60,540
1693,277,4/27/2025,8,clienta,show,Onsite,No,45,360
1694,973,4/4/2025,10,Research,office,Onsite,No,45,450
1695,281,10/8/2024,9,Internal,evidence,Remote,No,30,270
1696,270,8/15/2025,9,clienta,bring,Remote,No,75,675
1697,482,7/28/2025,10,clienta,doctor,Onsite,Yes,75,750
1698,49,7/4/2024,6,CLIENT A,very,Hybrid,Yes,30,180
1699,772,6/27/2025,10,ClientA,last,Remote,Yes,75,750
1700,415,6/7/2024,7,Internal,common,Onsite,No,60,420
1701,528,1/11/2025,10,CLIENT A,floor,Remote,Yes,60,600
1702,863,10/3/2024,6,ClientA,positive,Remote,No,45,270
1703,20,7/18/2025,6,ClientA,maintain,Onsite,No,75,450
1704,459,10/28/2024,9,clienta,child,Remote,Yes,60,540
1705,265,8/17/2024,8,clienta,old,Remote,No,45,360
1706,696,2/24/2024,6,CLIENT A,life,Onsite,No,75,450
1707,596,8/13/2024,6,CLIENT A,woman,Hybrid,Yes,45,270
1708,782,8/18/2024,7,ClientA,growth,Onsite,Yes,45,315
1709,375,10/31/2024,6,ClientA,though,Hybrid,Yes,30,180
1710,714,9/30/2025,8,clienta,fine,Onsite,No,75,600
1711,190,2/18/2025,6,ClientA,and,Onsite,Yes,60,360
1712,643,10/25/2025,9,ProjectX,remember,Remote,Yes,60,540
1713,454,8/5/2025,8,clienta,best,Hybrid,No,75,600
1714,335,7/1/2024,7,Research,fast,Hybrid,No,75,525
1715,935,1/1/2025,7,CLIENT A,say,Onsite,No,60,420
1716,848,8/25/2025,7,CLIENT A,short,Onsite,Yes,75,525
1717,870,7/21/2025,8,Internal,join,Hybrid,Yes,75,600
1718,692,4/14/2025,6,clienta,question,Hybrid,No,60,360
1719,76,7/29/2024,6,Research,important,Remote,Yes,75,450
1720,108,7/1/2025,6,Internal,board,Remote,Yes,75,450
1721,677,2/5/2024,10,Internal,activity,Hybrid,No,75,750
1722,637,3/3/2025,7,ClientA,agency,Hybrid,Yes,45,315
1723,764,5/8/2025,10,Research,alone,Onsite,No,30,300
1724,904,2/4/2025,8,ProjectX,year,Hybrid,No,60,480
1725,379,6/16/2025,6,Internal,happy,Hybrid,Yes,75,450
1726,193,7/25/2025,8,CLIENT A,to,Remote,Yes,75,600
1727,118,1/26/2025,9,Internal,well,Hybrid,No,30,270
1728,247,10/14/2025,10,Internal,various,Remote,Yes,75,750
1729,928,2/24/2025,10,Internal,any,Onsite,No,60,600
1730,536,11/20/2024,8,ProjectX,bill,Hybrid,No,45,360
1731,714,11/18/2024,7,clienta,eight,Remote,Yes,60,420
1732,703,2/28/2025,7,ClientA,five,Onsite,Yes,30,210
1733,570,3/10/2025,10,ClientA,pressure,Remote,Yes,30,300
1734,862,11/3/2024,7,clienta,allow,Remote,Yes,30,210
1735,184,4/26/2024,10,CLIENT A,kitchen,Remote,Yes,30,300
1736,701,6/10/2024,9,Research,data,Onsite,No,45,405
1737,980,7/31/2024,8,ProjectX,worker,Remote,No,60,480
1738,432,6/11/2024,8,clienta,million,Hybrid,Yes,45,360
1739,743,5/12/2024,9,ProjectX,eye,Hybrid,No,30,270
1740,262,3/12/2024,7,Internal,task,Remote,Yes,30,210
1741,624,10/24/2024,9,ProjectX,floor,Hybrid,No,45,405
1742,239,12/25/2024,9,Research,decision,Remote,No,75,675
1743,14,8/27/2024,9,clienta,hear,Remote,Yes,75,675
1744,910,6/25/2025,8,clienta,company,Onsite,No,30,240
1745,471,5/9/2024,8,CLIENT A,nature,Remote,Yes,45,360
1746,496,9/2/2024,8,CLIENT A,this,Hybrid,No,45,360
1747,822,10/10/2025,10,Research,know,Hybrid,Yes,75,750
1748,413,12/24/2023,9,clienta,before,Onsite,Yes,60,540
1749,745,10/25/2025,9,ProjectX,per,Onsite,Yes,60,540
1750,987,1/31/2025,7,Research,very,Onsite,No,45,315
1751,634,2/16/2025,6,Research,accept,Remote,No,45,270
1752,817,8/29/2024,9,clienta,leave,Remote,Yes,30,270
1753,840,3/22/2025,6,CLIENT A,view,Onsite,No,30,180
1754,713,10/21/2025,10,clienta,political,Onsite,Yes,60,600
1755,337,3/25/2024,6,Internal,special,Hybrid,No,45,270
1756,51,2/23/2025,10,ClientA,audience,Remote,No,60,600
1757,713,3/29/2025,7,ProjectX,significant,Onsite,No,45,315
1758,347,4/22/2025,6,Research,form,Onsite,Yes,75,450
1759,177,10/19/2025,7,Research,attention,Hybrid,Yes,60,420
1760,6,9/18/2025,10,ClientA,I,Onsite,No,75,750
1761,163,5/9/2024,8,ProjectX,its,Remote,Yes,30,240
1762,770,12/7/2024,6,CLIENT A,act,Remote,Yes,30,180
1763,723,6/18/2024,9,ProjectX,mission,Hybrid,Yes,60,540
1764,283,5/29/2024,7,ClientA,art,Onsite,Yes,45,315
1765,843,8/22/2025,9,ClientA,picture,Onsite,Yes,45,405
1766,386,10/30/2024,8,clienta,drive,Onsite,No,60,480
1767,570,5/12/2025,9,Internal,gun,Hybrid,No,45,405
1768,568,8/8/2025,8,Research,focus,Hybrid,Yes,60,480
1769,704,4/13/2024,7,CLIENT A,very,Onsite,No,75,525
1770,310,6/29/2024,7,ProjectX,song,Remote,No,30,210
1771,715,9/17/2025,10,Research,former,Remote,No,45,450
1772,534,9/7/2025,7,CLIENT A,possible,Onsite,Yes,60,420
1773,424,10/29/2024,7,Research,science,Onsite,No,30,210
1774,475,8/20/2025,9,clienta,check,Hybrid,No,45,405
1775,583,6/26/2024,9,ProjectX,recent,Onsite,Yes,75,675
1776,820,6/4/2024,7,clienta,easy,Remote,Yes,75,525
1777,833,3/11/2024,6,clienta,front,Remote,Yes,45,270
1778,591,10/25/2025,8,clienta,evidence,Remote,No,75,600
1779,532,2/20/2024,9,ClientA,choose,Remote,Yes,75,675
1780,967,3/30/2025,7,clienta,book,Remote,Yes,30,210
1781,747,8/30/2025,9,Internal,politics,Hybrid,No,60,540
1782,122,8/20/2025,8,Internal,difference,Onsite,No,60,480
1783,948,5/30/2025,6,clienta,discussion,Onsite,Yes,75,450
1784,352,4/27/2025,6,ProjectX,go,Remote,Yes,60,360
1785,783,10/30/2025,6,Internal,account,Onsite,Yes,30,180
1786,669,11/13/2024,10,ProjectX,inside,Onsite,No,75,750
1787,856,2/2/2025,9,clienta,administration,Onsite,Yes,45,405
1788,956,5/1/2024,10,ClientA,financial,Hybrid,No,60,600
1789,976,11/9/2024,9,Research,inside,Remote,No,75,675
1790,576,7/26/2024,10,Internal,this,Onsite,No,45,450
1791,821,5/8/2025,7,ClientA,allow,Hybrid,Yes,30,210
1792,252,8/6/2025,6,CLIENT A,similar,Remote,No,60,360
1793,816,1/7/2025,10,Internal,out,Hybrid,Yes,30,300
1794,566,10/22/2025,8,Research,performance,Remote,Yes,45,360
1795,188,1/15/2024,6,Research,visit,Hybrid,No,75,450
1796,901,9/10/2025,6,CLIENT A,performance,Remote,Yes,60,360
1797,91,5/29/2025,6,ClientA,available,Remote,Yes,75,450
1798,92,12/5/2023,10,clienta,hit,Hybrid,Yes,60,600
1799,205,3/25/2025,6,clienta,economy,Hybrid,No,30,180
1800,492,7/17/2024,8,Research,case,Onsite,No,60,480
1801,653,2/15/2025,6,Internal,south,Onsite,Yes,75,450
1802,602,6/9/2025,7,ClientA,just,Onsite,Yes,60,420
1803,52,6/16/2024,9,CLIENT A,those,Remote,No,30,270
1804,860,3/11/2025,8,CLIENT A,go,Hybrid,No,60,480
1805,959,5/26/2025,6,ProjectX,article,Remote,No,75,450
1806,260,12/9/2024,7,Internal,into,Onsite,Yes,30,210
1807,362,4/5/2024,10,clienta,today,Remote,Yes,75,750
1808,876,4/23/2025,8,Research,control,Remote,Yes,75,600
1809,208,1/4/2025,10,Research,before,Remote,Yes,60,600
1810,743,12/1/2024,6,Internal,economy,Hybrid,No,75,450
1811,775,11/24/2023,10,ClientA,bill,Remote,No,60,600
1812,917,7/14/2024,10,ProjectX,either,Hybrid,No,45,450
1813,638,9/12/2024,9,ClientA,prove,Hybrid,No,30,270
1814,177,2/24/2025,7,ProjectX,offer,Hybrid,No,75,525
1815,975,6/26/2024,9,clienta,see,Onsite,Yes,45,405
1816,272,4/1/2024,10,ClientA,example,Hybrid,Yes,45,450
1817,64,11/4/2024,7,Internal,son,Remote,No,60,420
1818,472,3/31/2025,9,Internal,sign,Hybrid,Yes,30,270
1819,588,5/21/2024,7,CLIENT A,charge,Hybrid,No,60,420
1820,584,6/12/2025,7,ProjectX,mother,Hybrid,Yes,60,420
1821,532,6/28/2024,9,ClientA,enjoy,Hybrid,No,30,270
1822,722,3/5/2024,6,clienta,network,Hybrid,No,60,360
1823,847,3/9/2024,6,CLIENT A,magazine,Remote,No,75,450
1824,493,7/3/2024,9,Research,firm,Onsite,Yes,60,540
1825,772,4/6/2024,7,clienta,against,Remote,Yes,30,210
1826,617,6/15/2025,8,CLIENT A,particularly,Hybrid,Yes,45,360
1827,292,7/26/2024,8,ClientA,learn,Remote,No,60,480
1828,949,1/4/2024,6,clienta,best,Remote,No,30,180
1829,234,1/22/2024,9,ProjectX,generation,Onsite,Yes,30,270
1830,848,3/15/2024,6,ClientA,agent,Remote,No,30,180
1831,43,12/11/2024,7,CLIENT A,fly,Onsite,No,30,210
1832,889,10/4/2025,10,clienta,card,Hybrid,Yes,45,450
1833,458,12/28/2024,10,Internal,those,Hybrid,Yes,30,300
1834,734,2/5/2025,8,Research,represent,Hybrid,No,75,600
1835,354,9/27/2024,8,Research,open,Onsite,Yes,75,600
1836,785,2/16/2025,7,CLIENT A,room,Remote,Yes,60,420
1837,342,10/20/2024,6,CLIENT A,several,Hybrid,No,30,180
1838,607,6/26/2025,7,CLIENT A,hit,Onsite,Yes,75,525
1839,500,5/21/2025,6,clienta,heavy,Remote,Yes,75,450
1840,861,12/21/2024,9,Research,raise,Onsite,Yes,30,270
1841,843,6/20/2025,8,Internal,future,Onsite,No,60,480
1842,929,9/26/2025,8,ClientA,who,Remote,Yes,60,480
1843,667,5/22/2024,8,ClientA,reach,Onsite,No,45,360
1844,222,10/22/2024,8,CLIENT A,ahead,Onsite,Yes,75,600
1845,317,4/8/2025,6,Internal,like,Onsite,Yes,60,360
1846,586,5/1/2025,10,CLIENT A,remember,Hybrid,No,30,300
1847,467,7/16/2025,9,clienta,situation,Onsite,No,30,270
1848,173,12/1/2024,8,Internal,institution,Hybrid,No,75,600
1849,660,12/18/2024,10,Research,find,Hybrid,No,60,600
1850,234,1/29/2025,7,ClientA,become,Hybrid,Yes,45,315
1851,227,5/16/2024,9,Internal,part,Onsite,Yes,30,270
1852,401,9/12/2024,9,ProjectX,agency,Hybrid,Yes,60,540
1853,720,9/29/2024,6,clienta,lawyer,Remote,Yes,60,360
1854,185,1/3/2025,7,ClientA,attention,Remote,No,45,315
1855,3,11/19/2024,7,Internal,they,Remote,Yes,60,420
1856,170,1/2/2024,7,ClientA,section,Remote,No,45,315
1857,380,12/27/2024,8,Internal,specific,Onsite,No,45,360
1858,618,9/20/2025,7,clienta,player,Hybrid,No,30,210
1859,473,12/26/2024,9,Research,realize,Hybrid,Yes,30,270
1860,146,2/14/2024,8,ProjectX,change,Hybrid,No,45,360
1861,995,11/5/2024,6,CLIENT A,final,Remote,No,60,360
1862,283,6/22/2024,10,clienta,in,Hybrid,Yes,30,300
1863,779,2/2/2024,6,Research,beyond,Remote,No,30,180
1864,277,10/9/2024,9,ClientA,letter,Hybrid,No,30,270
1865,146,8/19/2025,7,Internal,respond,Onsite,No,30,210
1866,614,10/9/2024,10,CLIENT A,weight,Remote,Yes,30,300
1867,485,1/18/2025,9,clienta,care,Remote,No,30,270
1868,67,8/4/2025,10,ClientA,nation,Onsite,No,30,300
1869,873,6/12/2025,6,Internal,and,Hybrid,No,60,360
1870,145,9/25/2024,7,Research,mention,Onsite,No,45,315
1871,37,10/3/2024,9,clienta,range,Hybrid,No,75,675
1872,276,6/20/2025,10,CLIENT A,heart,Onsite,Yes,30,300
1873,86,12/31/2023,6,ClientA,suffer,Onsite,No,75,450
1874,266,7/20/2024,9,CLIENT A,hour,Onsite,Yes,30,270
1875,677,3/23/2024,6,Research,drive,Remote,No,60,360
1876,124,9/7/2025,10,Internal,guy,Remote,No,60,600
1877,302,9/4/2025,7,Internal,apply,Hybrid,No,75,525
1878,684,10/23/2024,10,Research,staff,Hybrid,No,45,450
1879,909,8/2/2024,9,ProjectX,general,Hybrid,No,30,270
1880,62,3/4/2025,8,CLIENT A,fill,Hybrid,Yes,30,240
1881,696,8/25/2024,7,ProjectX,door,Hybrid,No,45,315
1882,751,3/31/2025,9,Internal,manage,Onsite,Yes,75,675
1883,27,4/3/2024,7,ProjectX,red,Remote,No,45,315
1884,110,8/5/2024,6,ClientA,low,Remote,Yes,45,270
1885,807,4/24/2024,9,Internal,work,Remote,Yes,75,675
1886,910,7/11/2025,9,Internal,message,Remote,No,75,675
1887,112,4/25/2025,6,CLIENT A,area,Remote,No,30,180
1888,274,10/15/2024,10,Internal,behind,Onsite,Yes,30,300
1889,63,10/10/2025,6,CLIENT A,so,Onsite,Yes,45,270
1890,366,12/21/2023,9,clienta,great,Remote,No,60,540
1891,306,4/14/2025,6,ProjectX,paper,Onsite,No,75,450
1892,766,2/26/2024,10,ProjectX,country,Onsite,Yes,30,300
1893,761,11/18/2023,10,Internal,right,Remote,No,75,750
1894,439,8/28/2024,7,CLIENT A,stop,Remote,Yes,45,315
1895,821,2/8/2024,8,ClientA,teacher,Onsite,Yes,60,480
1896,149,6/13/2024,8,clienta,social,Onsite,No,30,240
1897,150,7/24/2024,7,CLIENT A,brother,Onsite,No,45,315
1898,660,11/27/2024,6,CLIENT A,past,Hybrid,No,75,450
1899,962,3/11/2025,10,Research,attorney,Remote,No,75,750
1900,769,5/31/2025,9,clienta,dinner,Remote,Yes,60,540
1901,822,1/26/2025,10,Internal,trouble,Hybrid,Yes,60,600
1902,248,12/9/2023,6,Research,great,Hybrid,Yes,60,360
1903,723,9/20/2024,7,Internal,throughout,Remote,No,75,525
1904,837,3/17/2024,6,ClientA,fact,Onsite,Yes,75,450
1905,1000,9/7/2025,10,ClientA,decide,Hybrid,Yes,75,750
1906,226,9/5/2025,8,Internal,according,Remote,No,60,480
1907,832,2/17/2025,10,Internal,establish,Hybrid,No,60,600
1908,635,11/21/2024,9,Internal,world,Onsite,Yes,75,675
1909,243,4/25/2025,10,ProjectX,couple,Hybrid,No,60,600
1910,957,6/25/2024,9,clienta,machine,Remote,No,75,675
1911,656,3/8/2024,6,ClientA,soon,Onsite,No,45,270
1912,694,9/28/2025,9,ProjectX,deal,Onsite,No,30,270
1913,549,1/26/2025,6,ProjectX,economy,Remote,Yes,60,360
1914,664,6/1/2024,8,Internal,break,Hybrid,No,60,480
1915,561,10/31/2024,8,Internal,room,Remote,Yes,75,600
1916,70,7/19/2024,8,ClientA,yet,Hybrid,No,75,600
1917,322,9/22/2025,7,clienta,middle,Remote,Yes,75,525
1918,70,6/10/2024,9,CLIENT A,market,Hybrid,No,75,675
1919,789,1/19/2025,7,ProjectX,how,Onsite,No,45,315
1920,596,11/14/2024,10,Research,drop,Remote,No,75,750
1921,37,10/28/2024,6,CLIENT A,bank,Remote,No,45,270
1922,45,7/6/2024,8,CLIENT A,push,Hybrid,Yes,30,240
1923,181,11/26/2023,9,Research,tough,Remote,Yes,30,270
1924,75,8/6/2024,6,Research,admit,Remote,Yes,75,450
1925,855,7/29/2025,9,ProjectX,term,Remote,No,60,540
1926,834,4/15/2024,9,ProjectX,run,Remote,Yes,60,540
1927,405,6/9/2024,10,clienta,meet,Onsite,No,75,750
1928,420,8/14/2024,8,CLIENT A,task,Hybrid,No,60,480
1929,272,11/23/2023,7,ClientA,morning,Remote,Yes,75,525
1930,141,5/21/2025,9,ProjectX,other,Onsite,Yes,30,270
1931,644,8/6/2025,9,clienta,military,Remote,No,60,540
1932,564,12/28/2024,8,ProjectX,take,Remote,No,45,360
1933,65,12/17/2024,8,clienta,professional,Hybrid,Yes,75,600
1934,303,1/31/2024,10,Research,hear,Onsite,No,60,600
1935,648,6/7/2024,10,Internal,debate,Remote,Yes,30,300
1936,613,11/24/2024,6,Research,less,Remote,Yes,30,180
1937,450,8/24/2025,9,ProjectX,recent,Remote,No,75,675
1938,11,11/21/2023,9,CLIENT A,plan,Hybrid,Yes,30,270
1939,853,2/5/2025,6,ProjectX,open,Remote,Yes,75,450
1940,815,2/5/2025,8,Internal,area,Hybrid,Yes,60,480
1941,307,2/23/2024,6,ProjectX,rock,Remote,Yes,45,270
1942,475,3/30/2025,6,ProjectX,painting,Remote,Yes,45,270
1943,846,8/7/2024,9,Internal,store,Hybrid,Yes,75,675
1944,983,1/7/2025,9,ProjectX,people,Remote,No,75,675
1945,478,4/21/2024,6,Research,process,Onsite,No,60,360
1946,638,7/18/2024,10,ProjectX,interest,Remote,Yes,60,600
1947,785,4/27/2024,7,ClientA,important,Remote,No,45,315
1948,559,5/26/2025,7,ProjectX,sell,Onsite,Yes,30,210
1949,978,3/18/2025,10,ClientA,item,Remote,Yes,30,300
1950,547,5/12/2025,7,ClientA,simply,Remote,No,45,315
1951,543,12/21/2024,7,Research,near,Remote,Yes,75,525
1952,657,12/3/2023,10,ClientA,over,Hybrid,Yes,60,600
1953,524,3/31/2025,7,CLIENT A,almost,Remote,Yes,45,315
1954,571,10/30/2024,8,ProjectX,these,Remote,No,45,360
1955,1000,11/27/2024,10,clienta,color,Onsite,Yes,45,450
1956,215,7/14/2024,6,ProjectX,large,Remote,No,30,180
1957,474,7/14/2024,7,Internal,project,Onsite,No,45,315
1958,188,10/22/2024,10,Internal,two,Remote,Yes,45,450
1959,627,2/16/2024,10,CLIENT A,shoulder,Hybrid,No,75,750
1960,983,1/1/2025,7,ProjectX,interest,Remote,Yes,60,420
1961,55,11/27/2024,8,ClientA,wind,Remote,No,75,600
1962,603,12/6/2024,6,Internal,rather,Remote,No,30,180
1963,653,8/9/2025,8,ClientA,dinner,Hybrid,No,75,600
1964,370,8/21/2024,8,Internal,under,Onsite,No,60,480
1965,962,7/20/2024,7,Research,that,Hybrid,No,75,525
1966,87,10/14/2025,6,clienta,score,Remote,No,45,270
1967,574,10/13/2024,9,CLIENT A,computer,Hybrid,No,60,540
1968,437,11/28/2023,10,Internal,deep,Remote,Yes,30,300
1969,758,4/3/2024,6,ClientA,have,Hybrid,No,30,180
1970,728,11/10/2024,6,ProjectX,ready,Remote,No,60,360
1971,361,2/22/2024,7,ClientA,teach,Hybrid,Yes,60,420
1972,363,3/18/2024,8,Internal,society,Hybrid,No,60,480
1973,727,2/26/2024,7,CLIENT A,court,Hybrid,No,30,210
1974,791,2/17/2024,8,CLIENT A,view,Hybrid,Yes,30,240
1975,988,11/20/2024,6,ProjectX,ground,Hybrid,Yes,75,450
1976,887,1/12/2024,6,CLIENT A,agreement,Hybrid,No,30,180
1977,12,5/21/2025,9,Internal,process,Onsite,Yes,75,675
1978,20,2/8/2024,6,ClientA,dark,Onsite,No,75,450
1979,959,5/3/2024,8,ProjectX,important,Remote,No,30,240
1980,994,7/5/2025,10,Internal,admit,Hybrid,Yes,60,600
1981,23,8/27/2024,7,clienta,alone,Remote,Yes,60,420
1982,892,3/3/2024,9,clienta,suddenly,Hybrid,Yes,60,540
1983,389,12/6/2023,10,Research,scientist,Onsite,Yes,60,600
1984,39,6/4/2025,10,ProjectX,general,Onsite,No,75,750
1985,178,11/1/2024,8,Internal,miss,Onsite,No,60,480
1986,643,10/24/2025,6,Research,economic,Hybrid,No,60,360
1987,938,4/9/2025,10,ClientA,summer,Remote,No,60,600
1988,684,1/16/2025,8,clienta,international,Onsite,Yes,45,360
1989,126,3/2/2025,7,ClientA,its,Remote,Yes,45,315
1990,95,10/14/2024,8,ProjectX,hot,Onsite,No,60,480
1991,106,6/18/2024,7,Internal,media,Hybrid,Yes,30,210
1992,20,12/19/2024,9,clienta,determine,Onsite,No,45,405
1993,310,4/24/2024,9,Internal,value,Hybrid,No,45,405
1994,642,6/27/2025,10,CLIENT A,cost,Onsite,Yes,60,600
1995,684,12/31/2024,8,CLIENT A,sport,Hybrid,No,30,240
1996,797,3/11/2024,9,Research,tend,Remote,No,45,405
1997,769,11/26/2023,6,CLIENT A,task,Onsite,No,75,450
1998,394,12/2/2024,10,ProjectX,sense,Hybrid,Yes,75,750
1999,151,8/2/2025,9,ProjectX,thus,Remote,No,60,540
2000,576,8/30/2025,6,ProjectX,especially,Onsite,No,45,270
2001,177,1/9/2024,8,Research,effort,Remote,Yes,30,240
2002,484,10/27/2025,10,Research,Republican,Hybrid,No,75,750
2003,609,6/18/2024,10,CLIENT A,second,Onsite,Yes,45,450
2004,996,2/26/2024,10,clienta,consumer,Hybrid,No,60,600
2005,63,5/7/2024,9,ClientA,far,Hybrid,Yes,30,270
2006,116,2/14/2024,9,clienta,his,Onsite,Yes,30,270
2007,547,5/3/2025,9,Internal,happen,Onsite,No,30,270
2008,993,11/26/2023,9,ClientA,per,Hybrid,Yes,45,405
2009,991,8/28/2025,9,Research,summer,Onsite,No,60,540
2010,138,8/30/2025,8,ProjectX,another,Remote,Yes,30,240
2011,886,3/1/2024,7,Research,cultural,Onsite,No,75,525
2012,101,10/16/2025,8,ClientA,wait,Hybrid,Yes,45,360
2013,765,3/11/2025,8,CLIENT A,leg,Onsite,No,30,240
2014,440,2/22/2024,10,CLIENT A,education,Remote,No,75,750
2015,207,3/4/2024,7,ProjectX,account,Onsite,No,30,210
2016,548,7/9/2025,6,ProjectX,area,Hybrid,Yes,60,360
2017,346,3/24/2025,7,CLIENT A,economy,Hybrid,No,45,315
2018,139,12/3/2024,10,ClientA,building,Onsite,Yes,30,300
2019,249,10/29/2025,6,Research,effort,Hybrid,No,75,450
2020,126,7/16/2024,6,clienta,window,Onsite,Yes,75,450
2021,905,2/15/2025,7,CLIENT A,appear,Hybrid,No,30,210
2022,672,12/3/2023,7,ClientA,son,Onsite,Yes,60,420
2023,215,6/13/2025,6,Internal,likely,Remote,Yes,45,270
2024,407,6/29/2025,8,Research,receive,Hybrid,Yes,75,600
2025,432,7/13/2025,6,Research,but,Hybrid,No,60,360
2026,321,3/15/2024,8,Internal,wrong,Hybrid,No,30,240
2027,991,12/6/2024,7,ProjectX,rather,Remote,No,30,210
2028,217,3/14/2025,6,ClientA,brother,Hybrid,Yes,75,450
2029,955,8/13/2024,9,ClientA,something,Onsite,Yes,75,675
2030,469,12/10/2023,7,Research,final,Onsite,No,75,525
2031,267,9/16/2025,8,ClientA,develop,Onsite,Yes,75,600
2032,745,10/19/2024,10,ProjectX,poor,Onsite,No,45,450
2033,428,2/4/2024,8,Research,step,Onsite,No,30,240
2034,369,2/2/2025,9,ProjectX,vote,Remote,Yes,60,540
2035,455,9/25/2025,8,CLIENT A,public,Remote,Yes,30,240
2036,909,5/23/2024,7,CLIENT A,keep,Remote,Yes,30,210
2037,666,3/14/2024,9,CLIENT A,different,Remote,Yes,60,540
2038,949,10/22/2025,6,Research,person,Hybrid,Yes,30,180
2039,691,10/4/2024,9,Internal,drive,Remote,Yes,60,540
2040,330,2/24/2025,6,ClientA,as,Hybrid,No,45,270
2041,938,8/3/2024,6,CLIENT A,game,Hybrid,Yes,75,450
2042,710,11/24/2024,9,Research,send,Hybrid,Yes,45,405
2043,657,9/13/2025,9,Internal,detail,Remote,No,75,675
2044,493,7/26/2024,7,Internal,value,Remote,No,45,315
2045,198,8/7/2024,10,ClientA,series,Remote,Yes,45,450
2046,24,12/27/2023,6,ClientA,agent,Hybrid,Yes,75,450
2047,623,12/30/2024,6,ClientA,national,Hybrid,No,30,180
2048,52,10/31/2024,7,ClientA,candidate,Hybrid,No,75,525
2049,476,12/12/2024,6,ProjectX,every,Remote,No,30,180
2050,27,1/10/2024,9,Internal,place,Remote,No,60,540
2051,950,4/13/2025,6,ProjectX,song,Onsite,No,60,360
2052,268,11/12/2024,6,ClientA,although,Hybrid,Yes,75,450
2053,77,3/3/2025,7,Research,decide,Onsite,No,75,525
2054,531,1/20/2024,9,Internal,parent,Hybrid,No,30,270
2055,55,9/12/2025,10,ClientA,hospital,Onsite,Yes,60,600
2056,175,8/13/2025,9,Internal,improve,Remote,No,75,675
2057,209,7/9/2024,10,clienta,bag,Hybrid,Yes,60,600
2058,204,11/10/2023,9,Internal,Mr,Hybrid,No,75,675
2059,528,9/27/2025,6,Internal,of,Onsite,No,60,360
2060,96,11/1/2024,8,Internal,state,Remote,No,60,480
2061,553,4/11/2025,6,CLIENT A,anything,Onsite,Yes,30,180
2062,136,11/25/2023,7,Internal,model,Hybrid,Yes,30,210
2063,365,11/6/2025,7,clienta,every,Hybrid,Yes,60,420
2064,291,1/26/2025,6,CLIENT A,little,Onsite,Yes,75,450
2065,683,8/3/2025,9,CLIENT A,yes,Hybrid,No,60,540
2066,199,3/8/2025,6,ClientA,collection,Remote,Yes,45,270
2067,987,3/24/2025,8,ClientA,home,Onsite,No,30,240
